X.1,name,taxon,status_species,spending,region_num,priority,priority_threat,priority_potential,priority_rarity,conflict,ngenus,ngrams_science,ngrams_common
4977,Cirsium pitcheri,Plants,2,199640.276110444,1,8,2,2,2,1,72,0.67544437892726,-0.109809430192771
4978,Ziziphus celata,Plants,1,104498.517406963,1,5,3,1,2,0,34,-0.0398408287183899,-0.118877705084982
4979,Schiedea haleakalensis,Plants,1,16183.0732292917,1,2,3,2,2,0,34,-0.163825750489489,-0.122831986116968
4980,Phyllostegia mollis,Plants,1,23803.8295318127,1,5,3,1,2,0,33,-0.163825750489489,-0.122831986116968
4981,Tetraneuris herbacea,Plants,1,9901.09843937575,1,8,2,2,2,0,9,-0.158553433572696,-0.00863638026190702
4982,Vigna owahuensis,Plants,1,66791.9567827131,1,5,3,1,2,0,68,-0.163825750489489,-0.122831986116968
4983,Neostapfia colusana,Plants,1,17654.2617046819,1,2,3,2,2,1,1,0.077235545093835,-0.0787266363240729
4985,Thelypodium stenopetalum,Plants,1,70617.0468187275,1,5,3,1,2,1,16,-0.163825750489489,-0.122831986116968
4986,Arabis perstellata,Plants,2,26040.0360144058,1,5,3,1,2,0,103,-0.163825750489489,-0.122831986116968
4987,Erythronium propullans,Plants,1,8680.01200480192,1,8,2,2,2,1,28,-0.163825750489489,-0.122831986116968
4988,Helianthemum greenei,Plants,3,45606.8427370948,1,8,2,2,2,0,93,-0.163825750489489,-0.122831986116968
4989,Limnanthes floccosa ssp. californica,Plants,1,17654.2617046819,1,2,3,2,2,1,7,-0.163825750489489,-0.122831986116968
4990,Phyllostegia velutina,Plants,1,16550.8703481393,1,2,3,2,2,0,33,-0.163825750489489,-0.122831986116968
4991,Peucedanum sandwicense,Plants,2,16183.0732292917,1,8,2,2,2,0,51,-0.030950635270258,-0.0712374835973618
4992,Diellia pallida,Plants,1,16477.3109243697,1,5,3,1,2,0,100,-0.163825750489489,-0.122831986116968
4993,Schoenocrambe barnebyi,Plants,1,10886.7947178872,1,11,2,1,2,0,1,-0.163825750489489,-0.122831986116968
4994,Geranium kauaiense,Plants,1,16521.4465786315,1,2,3,2,2,NA,151,-0.163825750489489,-0.122831986116968
4995,Silene polypetala,Plants,2,26481.3925570228,1,8,2,2,2,0,491,-0.0540366602841156,-0.101013158628194
4996,Asplenium rhomboideum,Plants,1,16403.7515006002,1,6,3,1,1,0,100,-0.163825750489489,-0.122831986116968
4997,Piperia yadonii,Plants,1,23539.0156062425,1,2,3,2,2,0,2,-0.163825750489489,-0.122831986116968
4998,Spigelia gentianoides,Plants,1,22067.8271308523,1,2,3,2,2,0,15,-0.0696339063171934,-0.107983013741741
4999,Schiedea stellarioides,Plants,1,16477.3109243697,1,2,3,2,2,0,34,-0.163825750489489,-0.122831986116968
5000,Rhododendron chapmanii,Plants,1,22067.8271308523,1,8,2,2,2,1,529,-0.163825750489489,-0.122831986116968
5001,Eriogonum kennedyi var. austromontanum,Plants,2,27216.9867947179,1,3,3,2,1,0,231,-0.163825750489489,-0.122831986116968
5002,Pedicularis furbishiae,Plants,1,13534.9339735894,1,14,1,2,2,0,366,-0.163825750489489,-0.122831986116968
5003,Clermontia peleana,Plants,1,16550.8703481393,1,5,3,1,2,0,23,-0.163825750489489,-0.122831986116968
5004,Boechera hoffmannii,Plants,1,39722.0888355342,1,2,3,2,2,0,109,-0.163825750489489,-0.122831986116968
5005,Astragalus limnocharis var. montii,Plants,1,1765.42617046819,1,8,2,2,2,0,431,-0.163825750489489,-0.116623215445468
5006,Carex specuicola,Plants,2,2133.22328931573,2,8,2,2,2,0,995,-0.111359059604812,-0.109740142648392
5010,Pleomele hawaiiensis,Plants,1,43620.7382953181,1,2,3,2,2,0,13,-0.163825750489489,-0.122831986116968
5011,Arabis mcdonaldiana,Plants,3,802386.194477791,2,14,1,2,2,1,103,-0.163825750489489,-0.122831986116968
5012,Frankenia johnstonii,Plants,3,62819.7478991597,NA,5,3,1,2,0,11,-0.0384614705356852,-0.105044466295087
5014,Diellia unisora,Plants,1,16183.0732292917,1,11,2,1,2,0,100,-0.163825750489489,-0.122831986116968
5015,Astrophytum asterias,Plants,1,15741.7166866747,1,2,3,2,2,0,6,-0.00910811684992288,-0.0899155580799657
5016,Vicia menziesii,Plants,1,25378.0012004802,1,2,3,2,2,1,165,-0.135695383608651,-0.118682294974685
5017,Pediocactus sileri,Plants,2,7767.87515006002,2,8,2,2,2,0,9,0.0240835613459667,-0.0979798853908001
5018,Nitrophila mohavensis,Plants,1,127257.803121248,1,8,2,2,2,0,4,-0.118581368784562,-0.119250025865526
5019,Acaena exigua,Plants,1,16477.3109243697,1,5,3,1,2,0,29,-0.00903805347470873,-0.119973509829632
5020,Navarretia leucocephala ssp. pauciflora,Plants,1,17654.2617046819,1,3,3,2,1,0,34,-0.163825750489489,-0.122831986116968
5021,Lupinus westianus var. aridorum,Plants,1,72132.3709483794,1,2,3,2,2,1,165,-0.163825750489489,-0.117631020412936
5023,Chamaesyce herbstii,Plants,1,16183.0732292917,1,8,2,2,2,0,1982,-0.163825750489489,-0.122831986116968
5024,Hesperolinon congestum,Plants,1,17654.2617046819,1,8,2,2,2,1,13,0.174257391728208,-0.117752457268884
5025,Lysimachia filifolia,Plants,1,16183.0732292917,1,2,3,2,2,0,126,-0.163825750489489,-0.122831986116968
5026,Cyanea asarifolia,Plants,1,16697.9891956783,1,5,3,1,2,0,10,-0.163825750489489,-0.122831986116968
5027,Chorizanthe valida,Plants,1,32366.1464585834,1,5,3,1,2,0,33,-0.049069045103433,-0.114621541452571
5028,Eriogonum ovalifolium var. williamsiae,Plants,1,13682.0528211285,1,6,3,1,1,1,231,-0.163825750489489,-0.109444572909242
5029,Caesalpinia kavaiensis,Plants,1,55169.5678271308,1,2,3,2,2,0,25,0.84449369839635,-0.0978970367184878
5030,Phacelia argillacea,Plants,1,11033.9135654262,1,5,3,1,2,0,166,-0.123529366085047,-0.117646136775639
5032,Paronychia chartacea,Plants,3,15579.8859543818,1,8,2,2,2,0,32,-0.163825750489489,-0.122831986116968
5033,Arctostaphylos glandulosa ssp. crassifolia,Plants,2,28541.056422569,1,3,3,2,1,1,78,-0.163825750489489,-0.122831986116968
5034,Taraxacum californicum,Plants,1,27216.9867947179,1,5,3,1,2,0,155,0.0142751729213221,-0.116069591532824
5035,Liatris ohlingerae,Plants,2,1824.27370948379,1,2,3,2,2,0,49,-0.163825750489489,-0.122831986116968
5036,Mentzelia leucophylla,Plants,1,124315.426170468,1,8,2,2,2,0,88,-0.163825750489489,-0.122831986116968
5037,Lipochaeta fauriei,Plants,1,16477.3109243697,1,5,3,1,2,0,7,-0.163825750489489,-0.122831986116968
5038,Santalum freycinetianum var. lanaiense,Plants,1,18978.331332533,1,3,3,2,1,0,8,-0.163825750489489,-0.122831986116968
5039,Marshallia mohrii,Plants,3,1471.18847539016,1,14,1,2,2,0,8,-0.163825750489489,-0.122831986116968
5040,Orcuttia californica,Plants,1,615398.139255702,1,5,3,1,2,1,5,0.155527305844508,-0.078535498915702
5041,Lobelia niihauensis,Plants,2,19125.450180072,1,8,2,2,2,0,53,-0.163825750489489,-0.122831986116968
5042,Sedella leiocarpa,Plants,1,17654.2617046819,1,2,3,2,2,1,3,-0.163825750489489,-0.122831986116968
5043,Tetramolopium rockii,Plants,1,16183.0732292917,1,14,1,2,2,0,11,-0.163825750489489,-0.122831986116968
5044,Platanthera leucophaea,Plants,2,280393.81152461,2,8,2,2,2,0,85,-0.163825750489489,-0.122831986116968
5045,Viola oahuensis,Plants,1,27290.5462184874,1,5,3,1,2,0,109,-0.163825750489489,-0.122831986116968
5046,Sanicula purpurea,Plants,1,71426.2004801921,1,5,3,1,2,0,37,-0.163825750489489,-0.122831986116968
5047,Cyanea undulata,Plants,1,16697.9891956783,1,11,2,1,2,0,10,-0.163825750489489,-0.122831986116968
5048,Rhynchospora knieskernii,Plants,2,294.237695078031,1,14,1,2,2,0,93,-0.163825750489489,-0.122831986116968
5051,Helenium virginicum,Plants,3,367.797118847539,2,2,3,2,2,0,21,-0.0370913456877343,-0.103555564232477
5052,Gouania vitifolia,Plants,1,16550.8703481393,1,5,3,1,2,0,12,-0.163825750489489,-0.122831986116968
5054,Arctostaphylos pallida,Plants,1,19434.399759904,1,5,3,1,2,1,78,0.0268263843032311,-0.115126057101946
5055,Orcuttia viscida,Plants,1,20743.7575030012,1,5,3,1,2,1,5,0.0247956813034785,-0.0791749997118714
5056,Camissonia benitensis,Plants,2,42664.4657863145,1,5,3,1,2,0,12,-0.0959992477501312,-0.102566461963752
5058,Sidalcea nelsoniana,Plants,2,495054.921968788,1,5,3,1,2,0,31,-0.163825750489489,-0.122831986116968
5059,Penstemon haydenii,Plants,1,9562.72509003601,1,11,2,1,2,1,248,-0.0522767606658657,-0.0865362618018713
5060,Tetramolopium remyi,Plants,1,16403.7515006002,1,2,3,2,2,0,11,-0.163825750489489,-0.122831986116968
5061,Clermontia oblongifolia ssp. mauiensis,Plants,1,16403.7515006002,1,6,3,1,1,0,23,-0.163825750489489,-0.122831986116968
5062,Cyanea stictophylla,Plants,1,16550.8703481393,1,2,3,2,2,0,10,-0.163825750489489,-0.122831986116968
5063,Chorizanthe howellii,Plants,1,48107.8631452581,1,8,2,2,2,0,33,-0.163825750489489,-0.122831986116968
5064,Tetraplasandra gymnocarpa,Plants,1,39648.5294117647,1,5,3,1,2,0,17,-0.163825750489489,-0.122831986116968
5066,Dicerandra christmanii,Plants,1,1471.18847539016,1,2,3,2,2,1,5,-0.163825750489489,-0.122831986116968
5067,Spiraea virginiana,Plants,2,35146.6926770708,3,8,2,2,2,0,89,0.03700673639093,-0.0861622112021707
5068,Trifolium amoenum,Plants,1,20596.6386554622,1,2,3,2,2,0,229,0.0512239584028864,-0.0982979143787409
5069,Liatris helleri,Plants,2,5443.39735894358,1,8,2,2,2,0,49,0.0482312999211485,-0.120564004251505
5071,Castilleja mollis,Plants,2,60318.7274909964,1,2,3,2,2,0,108,-0.163825750489489,-0.122831986116968
5072,Cyanea grimesiana ssp. obatae,Plants,1,18978.331332533,1,6,3,1,1,0,10,-0.163825750489489,-0.122831986116968
5073,Poa atropurpurea,Plants,2,69145.8583433373,1,2,3,2,2,0,290,0.0626262396963512,-0.115380822759826
5074,Coryphantha ramillosa,Plants,2,2648.13925570228,1,8,2,2,2,0,44,-0.0970561377133241,-0.113964235039286
5075,Macbridea alba,Plants,2,16183.0732292917,1,8,2,2,2,0,2,-0.163825750489489,-0.122831986116968
5076,Howellia aquatilis,Plants,3,1092107.34093637,3,7,2,2,3,0,1,0.295685001852448,-0.0279088903252869
5077,Gouania hillebrandii,Plants,1,16183.0732292917,1,8,2,2,2,0,12,-0.163825750489489,-0.122831986116968
5078,Helianthus eggertii,Plants,3,128287.635054022,NA,14,1,2,2,0,65,-0.163825750489489,-0.122831986116968
5080,Lipochaeta venosa,Plants,1,16183.0732292917,1,5,3,1,2,0,7,-0.163825750489489,-0.122831986116968
5081,Sidalcea oregana ssp. valida,Plants,1,17654.2617046819,1,3,3,2,1,1,31,-0.163825750489489,-0.122831986116968
5082,Castilleja levisecta,Plants,2,138880.192076831,1,2,3,2,2,0,108,-0.163825750489489,-0.122831986116968
5083,Solidago albopilosa,Plants,2,5443.39735894358,NA,8,2,2,2,0,89,-0.163825750489489,-0.122831986116968
5084,Lithophragma maximum,Plants,1,27216.9867947179,1,2,3,2,2,0,10,-0.163825750489489,-0.122831986116968
5085,Amorpha herbacea var. crenulata,Plants,1,1471.18847539016,1,5,3,1,2,1,1,-0.163825750489489,-0.122831986116968
5087,Chorizanthe robusta var. hartwegii,Plants,1,63261.1044417767,1,3,3,2,1,NA,33,-0.163825750489489,-0.0956978885414587
5088,Schiedea lydgatei,Plants,1,16183.0732292917,1,8,2,2,2,0,34,-0.163825750489489,-0.122831986116968
5089,Alsinidendron viscosum,Plants,1,22362.0648259304,1,2,3,2,2,0,34,-0.163825750489489,-0.122831986116968
5090,Cyanea shipmanii,Plants,1,31262.7551020408,1,2,3,2,2,0,10,-0.163825750489489,-0.122831986116968
5091,Clermontia pyrularia,Plants,1,38618.6974789916,1,2,3,2,2,0,23,-0.163825750489489,-0.122831986116968
5092,Arctostaphylos confertiflora,Plants,2,43694.2977190876,1,2,3,2,2,0,78,-0.0354529427173392,-0.113956702308542
5093,Phyllostegia knudsenii,Plants,1,21111.5546218487,1,5,3,1,2,0,33,-0.163825750489489,-0.122831986116968
5094,Phyllostegia mannii,Plants,1,28732.3109243697,1,5,3,1,2,0,33,-0.163825750489489,-0.122831986116968
5095,Lesquerella filiformis,Plants,3,117106.602641056,2,8,2,2,2,0,91,0.088691574046705,-0.0923929997574348
5096,Torreya taxifolia,Plants,1,66203.481392557,1,5,3,1,2,0,7,0.336877529875679,-0.0786892120027024
5097,Lepidium arbuscula,Plants,1,40163.4453781513,1,8,2,2,2,0,144,-0.163825750489489,-0.122831986116968
5098,Lesquerella congesta,Plants,1,17654.2617046819,1,14,1,2,2,0,91,-0.111181518506939,-0.121123079209728
5099,Phyllostegia glabra var. lanaiensis,Plants,Prob. Extinct,16403.7515006002,1,6,3,1,1,0,33,-0.163825750489489,-0.122831986116968
5100,Blennosperma bakeri,Plants,1,47960.7442977191,1,5,3,1,2,1,2,-0.163825750489489,-0.122831986116968
5101,Lipochaeta micrantha,Plants,1,16477.3109243697,1,8,2,2,2,0,7,-0.163825750489489,-0.122831986116968
5102,Verbesina dissita,Plants,1,27216.9867947179,1,3,3,2,1,1,20,-0.163825750489489,-0.122831986116968
5103,Dudleya abramsii ssp. setchellii,Plants,2,17654.2617046819,1,2,3,2,2,1,29,-0.163825750489489,-0.107255310212596
5104,Cyanea lobata,Plants,1,16183.0732292917,1,5,3,1,2,0,10,-0.163825750489489,-0.122831986116968
5105,Eutrema penlandii,Plants,1,7355.94237695078,1,11,2,1,2,1,37,-0.163825750489489,-0.122831986116968
5106,Callirhoe scabriuscula,Plants,2,588.475390156062,1,5,3,1,2,1,9,-0.118415011660541,-0.118870641023317
5107,Thalictrum cooleyi,Plants,1,1471.18847539016,1,2,3,2,2,0,109,-0.163825750489489,-0.122831986116968
5108,Chamaesyce hooveri,Plants,1,26849.1896758703,1,2,3,2,2,1,1982,-0.163825750489489,-0.122831986116968
5109,Clematis socialis,Plants,1,6620.3481392557,1,2,3,2,2,0,148,-0.163825750489489,-0.122831986116968
5110,Warea amplexifolia,Plants,1,20640.7743097239,1,2,3,2,2,1,4,-0.0719414083411158,-0.121239558094065
5111,Hesperomannia arborescens,Plants,1,41781.7527010804,1,5,3,1,2,0,5,-0.163825750489489,-0.122831986116968
5112,Lesquerella perforata,Plants,1,11033.9135654262,1,2,3,2,2,0,91,-0.0457531652868503,-0.104130471733065
5113,Prunus geniculata,Plants,3,72294.2016806723,1,2,3,2,2,0,263,-0.0973315760622023,-0.108814006999925
5114,Suaeda californica,Plants,1,28246.818727491,1,8,2,2,2,0,83,-0.007539057924022,-0.116769667068132
5115,Isotria medeoloides,Plants,2,89742.4969987995,3,14,1,2,2,0,2,0.486136798394238,0.122701187504101
5116,Eugenia koolauensis,Plants,1,18316.2965186074,1,5,3,1,2,0,231,-0.163825750489489,-0.122831986116968
5117,Munroidendron racemosum,Plants,1,16183.0732292917,1,5,3,1,2,0,17,-0.163825750489489,-0.122831986116968
5118,Phacelia formosula,Plants,1,13240.6962785114,1,5,3,1,2,0,166,-0.140875857195564,-0.119613420903838
5119,Eriophyllum latilobum,Plants,1,17654.2617046819,1,11,2,1,2,0,13,-0.163825750489489,-0.122831986116968
5120,Apios priceana,Plants,3,97878.1692677071,2,8,2,2,2,0,7,-0.0657046158917409,-0.118638493375823
5121,Amaranthus brownii,Plants,1,16403.7515006002,1,5,3,1,2,0,68,-0.163825750489489,-0.122831986116968
5122,Solanum sandwicense,Plants,1,18757.6530612245,1,2,3,2,2,0,1118,-0.163825750489489,-0.122831986116968
5123,Clarkia imbricata,Plants,1,17654.2617046819,1,5,3,1,2,0,42,-0.0653365353476522,-0.115738642910726
5124,Amphianthus pusillus,Plants,2,4707.8031212485,1,13,1,2,3,0,26,-0.039682292169219,-0.111158697587664
5125,Sagittaria fasciculata,Plants,2,448786.044417767,1,2,3,2,2,1,39,-0.126797502331044,-0.112958848189637
5126,Spiranthes delitescens,Plants,1,5884.75390156062,1,2,3,2,2,1,48,0.0246285713456623,-0.116016737061296
5127,Lobelia gaudichaudii ssp. koolauensis,Plants,1,16550.8703481393,1,6,3,1,1,0,53,-0.163825750489489,-0.122831986116968
5129,Argyroxiphium kauense,Plants,1,80179.7719087635,1,2,3,2,2,0,6,-0.163825750489489,-0.122831986116968
5130,Hemizonia conjugens,Plants,1,116959.483793517,1,5,3,1,2,0,1,0.153397995694568,-0.115666702300982
5131,Urera kaalae,Plants,1,20302.4009603842,1,5,3,1,2,0,21,-0.127228872153887,-0.115660855498096
5132,Oxypolis canbyi,Plants,2,694386.2484994,2,5,3,1,2,0,7,-0.163825750489489,-0.122831986116968
5133,Cyanea copelandii ssp. haleakalaensis,Plants,1,16403.7515006002,1,6,3,1,1,0,10,-0.163825750489489,-0.122831986116968
5134,Castilleja affinis ssp. neglecta,Plants,1,19125.450180072,1,9,2,2,1,1,108,-0.163825750489489,-0.122831986116968
5135,Arctostaphylos morroensis,Plants,1,25010.2040816327,1,2,3,2,2,1,78,-0.0735783050808446,-0.0845977804629345
5136,Trifolium stoloniferum,Plants,3,44782.9771908764,3,2,3,2,2,0,229,0.223855360309606,-0.0429183789245613
5138,Stephanomeria malheurensis,Plants,1,55169.5678271308,1,2,3,2,2,0,14,0.0313462756560343,-0.118079061214825
5139,Cyanea grimesiana ssp. grimesiana,Plants,1,67233.3133253301,1,6,3,1,1,0,10,-0.163825750489489,-0.122831986116968
5140,Oenothera californica ssp. eurekensis,Plants,2,23539.0156062425,NA,9,2,2,1,0,93,-0.163825750489489,-0.120348514700905
5142,Layia carnosa,Plants,2,194196.878751501,1,8,2,2,2,0,14,-0.163825750489489,-0.122831986116968
5143,Deeringothamnus pulchellus,Plants,1,1515.32412965186,1,2,3,2,2,0,2,-0.114814508021861,-0.117283475571588
5144,Chamaesyce deppeana,Plants,1,18242.7370948379,1,5,3,1,2,0,1982,-0.163825750489489,-0.122831986116968
5147,Oligoneuron houghtonii,Plants,3,5590.51620648259,2,8,2,2,2,1,1,-0.163825750489489,-0.122831986116968
5148,Cyanea truncata,Plants,Prob. Extinct,18463.4153661465,1,5,3,1,2,0,10,-0.163825750489489,-0.122831986116968
5149,Rhodiola integrifolia ssp. leedyi,Plants,1,5458.10924369748,3,9,2,2,1,0,3,-0.163825750489489,-0.105711698243352
5150,Phyllostegia hirsuta,Plants,1,39648.5294117647,1,5,3,1,2,0,33,-0.163825750489489,-0.122831986116968
5151,Phyllostegia waimeae,Plants,1,24583.5594237695,1,5,3,1,2,0,33,-0.163825750489489,-0.122831986116968
5153,Agalinis acuta,Plants,1,142499.315726291,1,5,3,1,2,1,34,-0.0415509613492702,-0.0834176939366175
5154,Coryphantha scheeri var. robustispina,Plants,2,122108.643457383,1,8,2,2,2,1,44,-0.163825750489489,-0.0409652239870464
5155,Harrisia fragrans,Plants,1,1471.18847539016,1,3,3,2,1,0,21,-0.163825750489489,-0.122831986116968
5156,Hibiscadelphus giffardianus,Plants,Prob. Extinct,18022.0588235294,1,5,3,1,2,0,8,-0.163825750489489,-0.122831986116968
5157,Sanicula mariversa,Plants,1,33395.9783913565,1,5,3,1,2,0,37,-0.163825750489489,-0.122831986116968
5159,Astragalus lentiginosus var. piscinensis,Plants,1,32366.1464585834,1,6,3,1,1,1,431,-0.163825750489489,-0.122831986116968
5161,Solidago shortii,Plants,1,21332.2328931573,2,8,2,2,2,0,89,-0.163825750489489,-0.122831986116968
5163,Stenogyne kanehoana,Plants,Prob. Extinct,16403.7515006002,1,5,3,1,2,0,22,-0.163825750489489,-0.122831986116968
5164,Phyllostegia warshaueri,Plants,1,16550.8703481393,1,5,3,1,2,0,33,-0.163825750489489,-0.122831986116968
5165,Hibiscus clayi,Plants,1,16697.9891956783,1,5,3,1,2,0,37,-0.0632643856661152,-0.11924998159921
5166,Lesquerella tumulosa,Plants,1,10592.5570228091,1,11,2,1,2,0,91,-0.116620682706181,-0.118867574502773
5167,Lipochaeta tenuifolia,Plants,1,16183.0732292917,1,8,2,2,2,0,7,-0.163825750489489,-0.122831986116968
5168,Viola kauaensis var. wahiawaensis,Plants,1,16477.3109243697,1,6,3,1,1,NA,109,-0.163825750489489,-0.122831986116968
5169,Cyanea procera,Plants,1,19905.1800720288,1,5,3,1,2,0,10,-0.163825750489489,-0.122831986116968
5170,Cyanea remyi,Plants,1,16477.3109243697,1,2,3,2,2,0,10,-0.163825750489489,-0.122831986116968
5171,Rollandia st.-johnii,Plants,1,23171.218487395,1,5,3,1,2,0,2,-0.163825750489489,-0.122831986116968
5172,Hibiscus brackenridgei,Plants,1,70131.5546218487,1,2,3,2,2,0,37,-0.163825750489489,-0.122831986116968
5173,Remya mauiensis,Plants,1,19066.6026410564,1,5,3,1,2,0,3,-0.163825750489489,-0.122831986116968
5174,Pritchardia remota ssp. 1,Plants,1,16403.7515006002,1,5,3,1,2,0,20,-0.163825750489489,-0.122831986116968
5175,Viola helenae,Plants,1,16477.3109243697,1,2,3,2,2,0,109,-0.163825750489489,-0.122831986116968
5177,Sarracenia oreophila,Plants,2,47372.268907563,1,8,2,2,2,0,32,-0.163825750489489,-0.122831986116968
5179,Jacquemontia reclinata,Plants,1,142705.282112845,1,2,3,2,2,0,19,-0.163825750489489,-0.122831986116968
5182,Lespedeza leptostachya,Plants,3,25716.3745498199,1,8,2,2,2,0,44,0.352905316319348,-0.119790299596756
5184,Streptanthus niger,Plants,1,17654.2617046819,1,5,3,1,2,1,36,0.0526326613374329,-0.113617590972031
5185,Lasthenia burkei,Plants,1,47960.7442977191,1,2,3,2,2,1,18,-0.0380814600816421,-0.115324388226565
5186,Remya kauaiensis,Plants,1,16477.3109243697,1,5,3,1,2,0,3,-0.163825750489489,-0.122831986116968
5187,Rollandia longiflora,Plants,1,16550.8703481393,1,11,2,1,2,0,2,-0.163825750489489,-0.122831986116968
5188,Amaranthus pumilus,Plants,2,244982.304921969,2,8,2,2,2,1,68,0.130417170335061,0.00342627462294123
5190,Fremontodendron decumbens,Plants,1,108132.352941176,1,6,3,1,1,1,3,0.0213551317600267,-0.109726453510178
5191,Clitoria fragrans,Plants,3,1662.44297719088,1,14,1,2,2,0,15,-0.163825750489489,-0.122831986116968
5192,Eragrostis fosbergii,Plants,1,16403.7515006002,1,5,3,1,2,0,123,-0.163825750489489,-0.122831986116968
5193,Swallenia alexandrae,Plants,2,23539.0156062425,1,7,2,2,3,0,1,-0.163825750489489,-0.122831986116968
5194,Argyroxiphium sandwicense ssp. macrocephalum,Plants,2,17477.7190876351,1,9,2,2,1,0,6,-0.163825750489489,-0.122831986116968
5195,Cercocarpus traskiae,Plants,1,27216.9867947179,1,2,3,2,2,0,6,-0.163825750489489,-0.122831986116968
5196,Lepidium barnebyanum,Plants,1,294.237695078031,1,5,3,1,2,1,144,-0.163825750489489,-0.122831986116968
5198,Spermolepis hawaiiensis,Plants,2,78046.5486194478,1,5,3,1,2,0,4,-0.163825750489489,-0.122831986116968
5199,Erysimum teretifolium,Plants,1,23539.0156062425,1,9,2,2,1,0,24,0.0520042241772832,-0.117215275559288
5200,Brighamia insignis,Plants,1,16183.0732292917,1,2,3,2,2,0,2,0.0536823064718896,1.48074994025153
